district	reg_dems	absentee_ballots	precincts	reporting	total	inPersonVotes	candidate	absenteeVotes	votes
NY14	233448	46853	449	403	37925	932	Samuel H. Sloan
NY14	233448	46853	449	403	37925	2040	Badrun N. Khan
NY14	233448	46853	449	403	37925	7393	Michelle Caruso-Cabrera
NY14	233448	46853	449	403	37925	27460	Alexandria Ocasio-Cortez
NY14	233448	46853	449	403	37925	100	Write In
NY15	312996	38204	490	460	40916	1068	Tomas Ramos
NY15	312996	38204	490	460	40916	5387	Samelys López
NY15	312996	38204	490	460	40916	139	Frangell Basora
NY15	312996	38204	490	460	40916	1579	Melissa Mark-Viverito
NY15	312996	38204	490	460	40916	7905	Michael A. Blake
NY15	312996	38204	490	460	40916	6032	Rubén Díaz
NY15	312996	38204	490	460	40916	117	Mark Escoffery-Bey
NY15	312996	38204	490	460	40916	12421	Ritchie Torres
NY15	312996	38204	490	460	40916	1041	Chivona R. Newsome
NY15	312996	38204	490	460	40916	4648	Ydanis Rodriguez
NY15	312996	38204	490	460	40916	170	Julio Pabón
NY15	312996	38204	490	460	40916	284	Marlene J. Tapper
NY15	312996	38204	490	460	40916	125	Write In
SD18	156184	19866	244	238	21569	18101	Julia Salazar
SD18	156184	19866	244	238	21569	3394	Andy J. Marte
SD18	156184	19866	244	238	21569	74	Write In
SD25	189973	37728	280	266	42314	17113	Jabari Brisport	6192	23305
SD25	189973	37728	280	266	42314	13301	Tremaine S. Wright	2560	15861
SD25	189973	37728	280	266	42314	2278	Jason Salmon	529	2807
SD25	189973	37728	280	266	42314	59	Write In	282	341
AD36	45051	15277	83	80	7867	3639	Aravella Simotas
AD36	45051	15277	83	80	7867	4228	Zohran Kwame Mamdani
AD36	45051	15277	83	80	7867	17	Write In
AD51	39078	6422	87	87	10114	1282	Katherine P. Walsh	1062	2344
AD51	39078	6422	87	87	10114	1927	Marcela Mitaynes	1579	3506
AD51	39078	6422	87	87	10114	574	Genesis E. Aquino	390	964
AD51	39078	6422	87	87	10114	2391	Felix W. Ortiz	889	3280
AD51	39078	6422	87	87	10114	20	Write In	0	20	
AD57	80451	19077	106	105	14414	7482	Walter T. Mosley III
AD57	80451	19077	106	105	14414	6894	Phara Souffrant Forrest
AD57	80451	19077	106	105	14414	38	Write In
